Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1494414910.4595675,0,1494414910,459567537,gps,0,0,47.39592361450195,8.647635459899902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414910.5595708,0,1494414910,559570796,gps,0,0,47.39592361450195,8.647635459899902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414910.659535,0,1494414910,659534960,gps,0,0,47.39592361450195,8.647602081298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414910.7594702,0,1494414910,759470262,gps,0,0,47.39592361450195,8.647602081298828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414910.859573,0,1494414910,859572928,gps,0,0,47.39592361450195,8.647567749023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414910.9595838,0,1494414910,959583663,gps,0,0,47.39592361450195,8.647567749023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.0595405,0,1494414911,59540472,gps,0,0,47.39592361450195,8.647534370422363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.1596684,0,1494414911,159668441,gps,0,0,47.39592361450195,8.647534370422363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.2594388,0,1494414911,259438778,gps,0,0,47.39592742919922,8.647500991821289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.3596087,0,1494414911,359608681,gps,0,0,47.39592742919922,8.647500991821289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.4594648,0,1494414911,459464729,gps,0,0,47.39592361450195,8.647467613220215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.5595267,0,1494414911,559526789,gps,0,0,47.39592361450195,8.647467613220215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.6594753,0,1494414911,659475227,gps,0,0,47.39592361450195,8.647433280944824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.75949,0,1494414911,759490116,gps,0,0,47.39592361450195,8.647433280944824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.8595996,0,1494414911,859599586,gps,0,0,47.39591979980469,8.64739990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414911.9595027,0,1494414911,959502799,gps,0,0,47.39591979980469,8.64739990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.0595543,0,1494414912,59554403,gps,0,0,47.39591598510742,8.647369384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.1597502,0,1494414912,159750272,gps,0,0,47.39591598510742,8.647369384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.259525,0,1494414912,259525164,gps,0,0,47.39591979980469,8.647340774536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.3596187,0,1494414912,359618723,gps,0,0,47.39591979980469,8.647340774536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.4594822,0,1494414912,459482290,gps,0,0,47.39591979980469,8.647315979003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.5595157,0,1494414912,559515615,gps,0,0,47.39591979980469,8.647315979003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1494414912.6594744,0,1494414912,659474490,gps,0,0,47.39592361450195,8.647293090820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
